date,cause,temp,district
3AM 12-Apr-15,Arson,30,Tondo
11AM 13-Apr-15,Under Investigation,30,Tondo
10AM 16-Apr-15,Under Investigation,31,Sampaloc
1AM 17-Apr-15,Arson,32,Tondo
5AM 18-Apr-15,Under Investigation,32,San Andres
2AM 20-Apr-15,Electrical connection,32,Malate
9AM 20-Apr-15,Electrical connection,32,Port Area
4AM 21-Apr-15,Under Investigation,30,San Miguel
11AM 23-Apr-15,Under Investigation,30,Binondo
2AM 28-Apr-15,Electrical connection,31,San Miguel
5AM 3-May-15,Arson,30,Tondo
8AM 5-May-15,Under Investigation,31,Santa Mesa
4AM 5-May-15,"Electrical Appliances (kettle, stove, ref, flat iron) (except fan)",31,Ermita
2AM 6-May-15,Under Investigation,30,Santa Cruz
2AM 9-May-15,Under Investigation,29,Tondo
6AM 11-May-15,Under Investigation,31,Santa Ana
5AM 13-May-15,Under Investigation,32,Santa Mesa
5AM 15-May-15,Electrical connection,30,San Andres
3AM 16-May-15,Candle,32,Tondo
10AM 16-May-15,Electrical connection,32,Tondo
3AM 18-May-15,Under Investigation,30,Sampaloc
4AM 18-May-15,Open flame,30,Santa Cruz
4AM 18-May-15,Arson,30,Santa Cruz
2AM 22-May-15,Candle,31,Santa Cruz
8AM 22-May-15,Air-conditioned Fire/Air-cooler/Fan,31,Intramuros
11AM 24-May-15,Under Investigation,32,Tondo
2AM 25-May-15,Cigarette Butt,32,Santa Cruz
10AM 27-May-15,Under Investigation,30,Ermita
5AM 30-May-15,Electrical connection,30,Malate
10AM 30-May-15,Electrical connection,30,Sampaloc
10AM 30-May-15,Electrical connection,30,San Miguel
10AM 30-May-15,Electrical connection,30,Tondo
2AM 31-May-15,Electrical connection,30,Malate
2AM 31-May-15,Electrical connection,30,Quiapo
10PM 1-Jun-15,Candle,31,Santa Cruz
3PM 2-Jun-15,Open flame,32,Tondo
5PM 2-Jun-15,Open flame,32,Tondo
7PM 2-Jun-15,Open flame,32,Ermita
11PM 3-Jun-15,Electrical connection,31,Santa Cruz
9PM 7-Jun-15,Electrical connection,30,Tondo
4PM 8-Jun-15,Electrical connection,30,Sampaloc
7PM 8-Jun-15,Electrical connection,30,Tondo
10PM 8-Jun-15,Electrical connection,30,Santa Ana
5AM 9-Jun-15,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Santa Mesa
7PM 16-Jun-15,Electrical connection,20,San Nicolas
8PM 16-Jun-15,Electrical connection,29,Ermita
4PM 17-Jun-15,Open flame,28,Ermita
7AM 18-Jun-15,Electrical connection,29,Binondo
6AM 19-Jun-15,Electrical connection,30,Pandacan
3PM 20-Jun-15,Cigarette Butt,30,Sampaloc
5PM 20-Jun-15,Under Investigation,30,Quiapo
12AM 20-Jun-15,Electrical connection,30,Pandacan
12AM 23-Jun-15,Electrical connection,29,Ermita
12AM 24-Jun-15,Electrical connection,31,Sampaloc
10AM 25-Jun-15,Under Investigation,31,Tondo
6PM 25-Jun-15,Electrical connection,31,Pandacan
12AM 26-Jun-15,Electrical connection,31,Pandacan
12AM 26-Jun-15,Electrical connection,31,Santa Ana
6PM 26-Jun-15,Electrical connection,31,Tondo
8PM 26-Jun-15,Under Investigation,31,San Andres
6AM 27-Jun-15,Electrical connection,31,Tondo
9AM 27-Jun-15,Electrical connection,31,Sampaloc
7PM 27-Jun-15,Electrical connection,31,Sampaloc
12AM 29-Jun-15,Arson,30,Tondo
2AM 30-Jun-15,Under Investigation,30,Quiapo
11AM 30-Jun-15,Electrical connection,30,Quiapo
1AM 1-Jul-15,Electrical connection,31,Santa Mesa
4AM 2-Jul-15,Electrical connection,30,Tondo
6PM 2-Jul-15,Under Investigation,30,Sampaloc
11AM 3-Jul-15,Under Investigation,30,Binondo
10AM 4-Jul-15,Arson,29,Sampaloc
7PM 4-Jul-15,Arson,29,Santa Cruz
2PM 4-Jul-15,Battery-related / Cellphone / Charger,29,Malate
8AM 5-Jul-15,Electrical connection,27,Tondo
9PM 5-Jul-15,Under Investigation,27,Sampaloc
1PM 6-Jul-15,Electrical connection,24,Sampaloc
6PM 6-Jul-15,Under Investigation,24,Tondo
7PM 6-Jul-15,Electrical connection,24,Tondo
9PM 7-Jul-15,Candle,28,Tondo
10PM 7-Jul-15,Electrical connection,28,Sampaloc
2PM 8-Jul-15,Electrical connection,27,Sampaloc
5AM 9-Jul-15,Electrical connection,26,Binondo
7PM 9-Jul-15,Electrical connection,26,Santa Ana
12PM 10-Jul-15,Electrical connection,27,Tondo
4PM 11-Jul-15,Electrical connection,29,Tondo
3PM 12-Jul-15,Under Investigation,29,Tondo
8AM 14-Jul-15,Under Investigation,29,Tondo
2AM 15-Jul-15,Open flame,30,Santa Cruz
6PM 16-Jul-15,Electrical connection,30,Tondo
4PM 17-Jul-15,Electrical connection,29,Tondo
10AM 18-Jul-15,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Sampaloc
11AM 18-Jul-15,Under Investigation,29,Ermita
12PM 19-Jul-15,Under Investigation,31,Tondo
9PM 19-Jul-15,Electrical connection,31,Tondo
10PM 19-Jul-15,Electrical connection,31,Santa Mesa
11PM 19-Jul-15,Electrical connection,31,Santa Ana
11AM 20-Jul-15,Candle,30,Tondo
1PM 20-Jul-15,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Santa Ana
6PM 22-Jul-15,Electrical connection,30,Santa Ana
7PM 22-Jul-15,Electrical connection,30,Ermita
9PM 22-Jul-15,Electrical connection,30,Sampaloc
7PM 24-Jul-15,"LPG Leak, Gas, Keresone, Charcoal Stove",29,San Andres
12AM 25-Jul-15,Electrical connection,29,San Andres
1PM 26-Jul-15,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Quiapo
1PM 26-Jul-15,Electrical connection,29,Tondo
9AM 27-Jul-15,"LPG Leak, Gas, Keresone, Charcoal Stove",27,Tondo
12AM 28-Jul-15,Cigarette Butt,28,Malate
10PM 28-Jul-15,Electrical connection,28,Santa Ana
2AM 29-Jul-15,Electrical connection,28,Malate
8AM 30-Jul-15,Electrical connection,28,Tondo
10AM 31-Jul-15,Under Investigation,30,Sampaloc
1PM 31-Jul-15,Electrical connection,30,Tondo
10AM 1-Aug-15,Electrical connection,29,Santa Ana
9AM 1-Aug-15,Electrical connection,29,Port Area
8AM 2-Aug-15,Electrical connection,28,Santa Ana
8AM 2-Aug-15,Electrical connection,28,Quiapo
12PM 3-Aug-15,Open flame,29,Santa Mesa
5AM 4-Aug-15,Candle,29,Tondo
5AM 4-Aug-15,Candle,29,Tondo
8AM 5-Aug-15,Electrical connection,30,Malate
10AM 5-Aug-15,Electrical connection,30,Malate
10AM 6-Aug-15,Under Investigation,29,Ermita
2PM 6-Aug-15,Under Investigation,29,Quiapo
6AM 9-Aug-15,Electrical connection,28,Port Area
5AM 9-Aug-15,Electrical connection,28,Sampaloc
11AM 10-Aug-15,Electrical connection,27,Tondo
12PM 10-Aug-15,Electrical connection,27,Malate
9AM 10-Aug-15,Electrical connection,27,Tondo
9AM 11-Aug-15,Electrical connection,30,Santa Cruz
10AM 11-Aug-15,Electrical connection,30,Pandacan
8AM 12-Aug-15,Cigarette Butt,28,Sampaloc
8AM 13-Aug-15,Electrical connection,28,Santa Cruz
9AM 13-Aug-15,Under Investigation,28,Malate
2AM 13-Aug-15,Electrical connection,28,Tondo
12PM 14-Aug-15,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Sampaloc
9AM 14-Aug-15,Electrical connection,29,Sampaloc
8AM 17-Aug-15,Electrical connection,30,Santa Cruz
8AM 17-Aug-15,Electrical connection,30,Santa Mesa
9AM 18-Aug-15,Electrical connection,30,Malate
2AM 19-Aug-15,Electrical connection,30,Tondo
1AM 20-Aug-15,Electrical connection,28,Quiapo
4AM 20-Aug-15,Under Investigation,28,Binondo
10AM 20-Aug-15,Electrical connection,28,Binondo
2AM 22-Aug-15,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Santa Cruz
3AM 24-Aug-15,Electrical connection,27,Quiapo
4AM 27-Aug-15,Under Investigation,30,Binondo
9AM 31-Aug-15,Electrical connection,29,Santa Ana
6AM 9/1/2015,Electrical connection,30,Sampaloc
9AM 9/2/2015,Candle,29,Sampaloc
3AM 9/2/2015,Electrical connection,29,Santa Ana
2AM 9/3/2015,Electrical connection,30,Sampaloc
6AM 9/5/2015,Electrical connection,28,Tondo
6AM 9/5/2015,Electrical connection,28,Tondo
11AM 9/5/2015,Candle,28,San Andres
11AM 9/5/2015,Electrical connection,28,Tondo
9AM 9/6/2015,Electrical connection,29,Santa Ana
11AM 9/7/2015,Electrical connection,28,Paco
9AM 9/8/2015,Electrical connection,29,Santa Mesa
9AM 9/9/2015,Electrical connection,31,Tondo
8AM 9/10/2015,Under Investigation,29,Tondo
5AM 9/10/2015,Electrical connection,29,Tondo
9AM 9/10/2015,Air-conditioned Fire/Air-cooler/Fan,29,Santa Cruz
7AM 9/11/2015,Electrical connection,28,Tondo
9AM 9/12/2015,Under Investigation,29,Tondo
3AM 9/14/2015,Under Investigation,28,Tondo
2AM 9/16/2015,Electrical connection,28,Santa Mesa
9AM 9/17/2015,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Sampaloc
4AM 9/18/2015,Cigarette Butt,30,Ermita
10AM 9/19/2015,Under Investigation,28,Tondo
8AM 9/19/2015,Air-conditioned Fire/Air-cooler/Fan,28,Tondo
6AM 9/20/2015,Under Investigation,29,Sampaloc
7AM 9/20/2015,Under Investigation,29,Sampaloc
9AM 9/21/2015,Electrical connection,28,Sampaloc
3AM 9/21/2015,Electrical connection,28,Ermita
10AM 9/22/2015,Electrical connection,30,Ermita
11AM 9/22/2015,Air-conditioned Fire/Air-cooler/Fan,30,Tondo
7AM 9/23/2015,Under Investigation,29,Santa Cruz
8AM 9/23/2015,Electrical connection,29,Santa Ana
6AM 9/24/2015,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Tondo
8AM 9/25/2015,Under Investigation,31,Sampaloc
4AM 9/26/2015,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Santa Mesa
6AM 9/26/2015,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Quiapo
7AM 9/26/2015,Electrical connection,30,Sampaloc
8AM 9/26/2015,Electrical connection,30,Santa Ana
10AM 9/26/2015,Electrical connection,30,Tondo
5AM 9/26/2015,Electrical connection,30,Santa Ana
1AM 9/29/2015,Other,30,Santa Cruz
6AM 9/30/2015,Cigarette Butt,30,Santa Ana
11AM 2-Nov-15,Electrical connection,28,Santa Cruz
7AM 3-Nov-15,Electrical connection,30,Ermita
12PM 4-Nov-15,Electrical connection,30,Sampaloc
3AM 5-Nov-15,Under Investigation,31,Sampaloc
3AM 5-Nov-15,Electrical connection,31,San Miguel
7AM 5-Nov-15,Open flame,31,Tondo
7AM 6-Nov-15,Under Investigation,30,Tondo
9AM 6-Nov-15,Electrical connection,30,San Miguel
5AM 7-Nov-15,Electrical connection,30,Santa Cruz
6AM 7-Nov-15,Candle,30,San Andres
11AM 8-Nov-15,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Tondo
8AM 8-Nov-15,Cigarette Butt,30,Paco
11AM 9-Nov-15,Under Investigation,27,Binondo
1AM 10-Nov-15,Under Investigation,30,Tondo
5AM 10-Nov-15,Under Investigation,30,San Andres
8AM 10-Nov-15,Under Investigation,30,Tondo
9AM 11-Nov-15,Electrical connection,30,Tondo
8AM 12-Nov-15,Electrical connection,29,Quiapo
10AM 12-Nov-15,Electrical connection,29,Ermita
12PM 12-Nov-15,Under Investigation,29,Tondo
9AM 14-Nov-15,Electrical connection,27,Sampaloc
12PM 14-Nov-15,Electrical connection,27,Paco
11AM 15-Nov-15,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Santa Mesa
12PM 15-Nov-15,Electrical connection,29,Sampaloc
5AM 15-Nov-15,Under Investigation,29,Tondo
6AM 15-Nov-15,Under Investigation,29,Santa Mesa
9AM 15-Nov-15,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Santa Ana
11AM 16-Nov-15,"Electrical Appliances (kettle, stove, ref, flat iron) (except fan)",30,Malate
4AM 17-Nov-15,Under Investigation,30,Ermita
12PM 20-Nov-15,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Santa Mesa
11AM 20-Nov-15,Electrical connection,28,Tondo
6AM 20-Nov-15,Acetylene,28,Binondo
1AM 21-Nov-15,Battery-related / Cellphone / Charger,27,Binondo
7AM 22-Nov-15,Other,28,Paco
9AM 24-Nov-15,Under Investigation,28,Malate
3AM 25-Nov-15,Cigarette Butt,29,Ermita
8AM 26-Nov-15,Electrical connection,28,Tondo
9AM 27-Nov-15,Battery-related / Cellphone / Charger,31,Quiapo
1AM 28-Nov-15,Air-conditioned Fire/Air-cooler/Fan,29,Binondo
9AM 28-Nov-15,Electrical connection,29,Santa Cruz
5AM 29-Nov-15,Candle,28,Tondo
12PM 29-Nov-15,Air-conditioned Fire/Air-cooler/Fan,28,Tondo
7AM 29-Nov-15,Electrical connection,28,Tondo
9AM 29-Nov-15,Electrical connection,28,Pandacan
5AM 1-Dec-15,Electrical connection,28,Santa Cruz
3AM 3-Dec-15,Under Investigation,28,Santa Cruz
6AM 3-Dec-15,Under Investigation,28,Malate
7AM 3-Dec-15,Electrical connection,28,Santa Cruz
2AM 4-Dec-15,Cigarette Butt,29,Santa Cruz
9AM 4-Dec-15,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Santa Cruz
9AM 5-Dec-15,Electrical connection,28,Santa Cruz
11AM 5-Dec-15,Unattended cooking,28,Sampaloc
1AM 7-Dec-15,Under Investigation,29,Santa Cruz
1AM 7-Dec-15,Other,29,Tondo
4AM 8-Dec-15,Open flame,29,Ermita
7AM 9-Dec-15,Electrical connection,29,Santa Ana
1AM 10-Dec-15,Under Investigation,29,Ermita
1AM 10-Dec-15,Cigarette Butt,29,Ermita
3AM 10-Dec-15,Welding,29,Sampaloc
3AM 10-Dec-15,Cigarette Butt,29,Ermita
5AM 10-Dec-15,Spontaneous combustion,29,Santa Cruz
11AM 12-Dec-15,Under Investigation,30,Tondo
4AM 13-Dec-15,Candle,29,Sampaloc
11AM 14-Dec-15,Cigarette Butt,28,Tondo
7AM 15-Dec-15,Electrical connection,25,Santa Cruz
9AM 15-Dec-15,Candle,25,Santa Cruz
12PM 16-Dec-15,Electrical connection,25,Tondo
4AM 17-Dec-15,Under Investigation,25,Tondo
4AM 19-Dec-15,Electrical connection,24,Tondo
8AM 20-Dec-15,Electrical connection,27,Paco
11AM 20-Dec-15,Electrical connection,27,Tondo
11AM 20-Dec-15,Electrical connection,27,Santa Cruz
12PM 20-Dec-15,Under Investigation,27,Tondo
1AM 20-Dec-15,Under Investigation,27,Binondo
6AM 20-Dec-15,Electrical connection,27,Tondo
12PM 21-Dec-15,Electrical connection,29,Santa Cruz
2AM 21-Dec-15,Candle,29,Santa Ana
9AM 21-Dec-15,Arson,29,Santa Cruz
11AM 22-Dec-15,Electrical connection,29,Tondo
6AM 22-Dec-15,Electrical connection,29,Tondo
9AM 24-Dec-15,Under Investigation,28,Santa Mesa
1AM 25-Dec-15,Under Investigation,27,Tondo
6AM 26-Dec-15,Electrical connection,27,Ermita
5AM 27-Dec-15,Open flame,28,Santa Mesa
10AM 28-Dec-15,Cigarette Butt,27,Binondo
10AM 29-Dec-15,Electrical connection,27,Santa Cruz
11AM 29-Dec-15,Electrical connection,27,Santa Ana
3PM 29-Dec-15,Open flame,27,Intramuros
8AM 30-Dec-15,Electrical connection,28,Santa Mesa
12PM 30-Dec-15,Candle,28,Tondo
9AM 31-Dec-15,Open flame,26,Sampaloc
1AM 31-Dec-15,Under Investigation,26,Sampaloc
10AM 31-Dec-15,Candle,26,Sampaloc
3AM 1/1/2016,Firecracker,27,Tondo
7PM 1/1/2016,Under Investigation,27,Binondo
2AM 1/1/2016,Under Investigation,27,Pandacan
10AM 1/3/2016,Under Investigation,28,Malate
11AM 1/3/2016,Electrical connection,28,Tondo
6PM 1/5/2016,Electrical connection,28,Santa Mesa
2AM 1/6/2016,Electrical connection,26,Santa Cruz
3AM 1/7/2016,Under Investigation,28,Santa Mesa
5AM 1/7/2016,Candle,28,Quiapo
6PM 1/7/2016,Electrical connection,28,Quiapo
10AM 1/8/2016,Electrical connection,28,Sampaloc
10AM 1/8/2016,Candle,28,Santa Cruz
12PM 1/8/2016,Open flame,28,Binondo
7PM 1/8/2016,Electrical connection,28,Santa Cruz
5PM 1/10/2016,Open flame,28,Tondo
2PM 1/11/2016,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Santa Mesa
1AM 1/12/2016,Electrical connection,28,Santa Mesa
4PM 1/12/2016,Cigarette Butt,28,Port Area
2PM 1/13/2016,Under Investigation,27,Tondo
9AM 1/14/2016,Open flame,28,Paco
11AM 1/14/2016,Open flame,28,Santa Mesa
12PM 1/14/2016,Electrical connection,28,Tondo
8PM 1/14/2016,Electrical connection,28,Tondo
4PM 1/17/2016,Electrical connection,28,Santa Mesa
12PM 1/18/2016,Electrical connection,28,Ermita
1PM 1/18/2016,Cigarette Butt,28,San Andres
6PM 1/18/2016,Electrical connection,28,Tondo
6AM 1/19/2016,Electrical connection,29,Tondo
11AM 1/20/2016,Under Investigation,29,Santa Mesa
8PM 1/20/2016,Under Investigation,29,Malate
4AM 1/22/2016,Under Investigation,28,Santa Cruz
4AM 1/22/2016,Under Investigation,28,Sampaloc
5AM 1/25/2016,Cigarette Butt,28,Ermita
12PM 1/25/2016,Arson,28,Sampaloc
10PM 1/25/2016,Under Investigation,28,Paco
12PM 1/26/2016,Electrical connection,28,Santa Cruz
10PM 1/26/2016,Electrical connection,28,Santa Mesa
6AM 1/26/2016,Other,28,Pandacan
12PM 1/27/2016,Electrical connection,28,Tondo
12PM 1/27/2016,Cigarette Butt,28,Intramuros
12PM 1/27/2016,Air-conditioned Fire/Air-cooler/Fan,28,Tondo
3AM 1/28/2016,Electrical connection,29,Tondo
7PM 1/28/2016,Under Investigation,29,Tondo
6PM 1/28/2016,Open flame,29,Tondo
2PM 1/30/2016,Cigarette Butt,26,Tondo
8PM 1/30/2016,Electrical connection,26,Ermita
8PM 1/30/2016,Under Investigation,26,Tondo
9PM 1/30/2016,Under Investigation,26,Malate
4AM 1/30/2016,Under Investigation,26,Binondo
8AM 1/31/2016,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Santa Ana
8AM 1/31/2016,Electrical connection,29,Port Area
11AM 1/31/2016,Electrical connection,29,Binondo
9PM 1/31/2016,Electrical connection,29,Tondo
8PM 2/1/2016,Electrical connection,28,Sampaloc
9PM 2/1/2016,Electrical connection,28,Paco
4PM 2/2/2016,Electrical connection,29,Tondo
9PM 2/2/2016,Air-conditioned Fire/Air-cooler/Fan,29,Tondo
2AM 2/4/2016,Arson,28,Sampaloc
10AM 2/4/2016,Under Investigation,28,Binondo
11AM 2/4/2016,Electrical connection,28,Santa Cruz
3PM 2/4/2016,Electrical connection,28,Santa Ana
3PM 2/4/2016,Matchstick and Lighter,28,Sampaloc
4PM 2/4/2016,Electrical connection,28,Tondo
5PM 2/4/2016,Under Investigation,28,Santa Mesa
11AM 2/6/2016,Electrical connection,25,Tondo
8PM 2/6/2016,Electrical connection,25,Santa Cruz
12AM 2/8/2016,Electrical connection,26,Santa Mesa
4AM 2/8/2016,Under Investigation,26,Sampaloc
3PM 2/8/2016,Electrical connection,26,Tondo
7PM 2/8/2016,Electrical connection,26,Sampaloc
5PM 2/9/2016,Unattended cooking,25,Santa Cruz
2AM 2/10/2016,Under Investigation,28,Sampaloc
3AM 2/10/2016,Electrical connection,28,Santa Cruz
10AM 2/11/2016,Electrical connection,28,Sampaloc
12PM 2/11/2016,Under Investigation,28,Tondo
8PM 2/11/2016,Open flame,28,Ermita
10PM 2/11/2016,Electrical connection,28,Tondo
10PM 2/11/2016,Alcohol Lamp Fire,28,Tondo
7AM 2/12/2016,Electrical connection,28,Malate
2PM 2/12/2016,Under Investigation,28,Santa Cruz
7PM 2/13/2016,Battery-related / Cellphone / Charger,28,Sampaloc
3PM 2/14/2016,Electrical connection,28,Sampaloc
11PM 2/14/2016,Electrical connection,28,Santa Mesa
8AM 2/15/2016,Air-conditioned Fire/Air-cooler/Fan,27,Santa Cruz
8PM 2/15/2016,Electrical connection,27,Sampaloc
12PM 2/16/2016,Under Investigation,27,Sampaloc
4PM 2/16/2016,Electrical connection,27,Intramuros
7AM 2/17/2016,Under Investigation,27,Santa Cruz
9PM 2/17/2016,Under Investigation,27,Santa Mesa
5PM 2/18/2016,Under Investigation,27,Sampaloc
11AM 2/20/2016,Electrical connection,28,Tondo
2PM 2/20/2016,Electrical connection,28,Santa Mesa
6PM 2/20/2016,Cigarette Butt,28,Ermita
8AM 2/21/2016,Arson,28,Tondo
2PM 2/21/2016,Open flame,28,Sampaloc
3PM 2/22/2016,Under Investigation,29,Santa Ana
8PM 2/22/2016,Open flame,29,Tondo
10PM 2/22/2016,Electrical connection,29,Tondo
12AM 2/23/2016,Electrical connection,29,Sampaloc
5AM 2/23/2016,Electrical connection,29,Tondo
8PM 2/23/2016,Matress Fire,29,Quiapo
4AM 2/24/2016,Electrical connection,27,Santa Mesa
1PM 2/24/2016,Air-conditioned Fire/Air-cooler/Fan,27,Binondo
11AM 2/25/2016,Electrical connection,28,Santa Cruz
7PM 2/25/2016,Matress Fire,28,Quiapo
8AM 2/26/2016,Electrical connection,27,Tondo
2PM 2/26/2016,Electrical connection,27,Intramuros
1AM 2/28/2016,Under Investigation,28,Tondo
7AM 2/28/2016,Candle,28,Sampaloc
9AM 2/29/2016,Electrical connection,28,Tondo
4AM 3/1/2016,Cigarette Butt,28,Santa Cruz
6PM 3/1/2016,Electrical connection,28,Sampaloc
7PM 3/1/2016,Arson,28,Quiapo
7PM 3/1/2016,Electrical connection,28,Tondo
12PM 3/2/2016,Open flame,27,Tondo
3PM 3/2/2016,Open flame,27,San Miguel
12PM 3/3/2016,Electrical connection,27,Santa Ana
8AM 3/4/2016,Electrical connection,27,Ermita
5AM 3/5/2016,Electrical connection,29,Pandacan
11AM 3/5/2016,Open flame,29,Sampaloc
8PM 3/5/2016,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Tondo
11PM 3/5/2016,Electrical connection,29,San Andres
7AM 3/6/2016,Under Investigation,30,Malate
6PM 3/7/2016,Electrical connection,29,Tondo
8PM 3/7/2016,Electrical connection,29,Tondo
12PM 3/8/2016,Under Investigation,29,Binondo
12AM 3/9/2016,Under Investigation,30,Tondo
2PM 3/10/2016,Electrical connection,31,Santa Ana
10PM 3/10/2016,Electrical connection,31,Tondo
8AM 3/12/2016,Under Investigation,29,San Andres
1AM 3/14/2016,Other,30,Santa Mesa
6AM 3/14/2016,Electrical connection,30,Santa Cruz
3PM 3/14/2016,Candle,30,Santa Ana
12PM 3/14/2016,Arson,30,Port Area
7PM 3/15/2016,Electrical connection,29,Tondo
8PM 3/17/2016,Welding,29,Ermita
1PM 3/17/2016,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Tondo
11AM 3/19/2016,Under Investigation,30,Tondo
1PM 3/19/2016,Air-conditioned Fire/Air-cooler/Fan,30,Santa Mesa
9PM 3/19/2016,Under Investigation,30,Santa Mesa
5PM 3/20/2016,Under Investigation,30,Tondo
11PM 3/20/2016,Under Investigation,30,Tondo
12PM 3/22/2016,Electrical connection,30,Sampaloc
6PM 3/22/2016,Open flame,30,Quiapo
8PM 3/22/2016,Arson,30,Quiapo
2AM 3/23/2016,Open flame,31,Quiapo
9AM 3/23/2016,Open flame,31,Santa Mesa
9AM 3/24/2016,Matchstick and Lighter,30,Sampaloc
12PM 3/24/2016,Electrical connection,30,Paco
1PM 3/24/2016,Electrical connection,30,Tondo
4AM 3/25/2016,Under Investigation,31,Malate
7PM 3/25/2016,Electrical connection,31,Sampaloc
11PM 3/25/2016,Electrical connection,31,Pandacan
1AM 3/27/2016,Open flame,29,Santa Cruz
11AM 3/27/2016,Electrical connection,29,Malate
3PM 3/27/2016,Electrical connection,29,Intramuros
8PM 3/27/2016,Electrical connection,29,Malate
2PM 3/28/2016,Under Investigation,29,Ermita
4PM 3/28/2016,Candle,29,Tondo
7PM 3/29/2016,Candle,29,Tondo
9AM 3/30/2016,Electrical connection,30,Malate
11AM 3/30/2016,Electrical connection,30,Tondo
10PM 3/30/2016,Electrical connection,30,Santa Mesa
10PM 3/30/2016,Unattended cooking,30,Tondo
6PM 3/31/2016,Open flame,29,Paco
11PM 3/31/2016,Electrical connection,29,Sampaloc
2PM 4/1/2016,Electrical connection,29,Sampaloc
8PM 4/1/2016,Electrical connection,29,Santa Mesa
9AM 4/2/2016,Under Investigation,30,Sampaloc
7PM 4/2/2016,Open flame,30,Santa Mesa
1PM 4/4/2016,Candle,29,Tondo
4PM 4/4/2016,Open flame,29,Santa Ana
6PM 4/4/2016,Electrical connection,29,Sampaloc
11AM 4/5/2016,Open flame,30,Santa Mesa
5PM 4/5/2016,Cigarette Butt,30,Paco
4AM 4/6/2016,Under Investigation,30,Tondo
11PM 4/7/2016,Under Investigation,30,Santa Cruz
2AM 4/8/2016,Under Investigation,31,Malate
12AM 4/9/2016,Under Investigation,30,Malate
9AM 4/9/2016,Under Investigation,30,Santa Cruz
6PM 4/9/2016,Under Investigation,30,Quiapo
7PM 4/9/2016,Cigarette Butt,30,Tondo
9AM 4/11/2016,Electrical connection,31,Santa Mesa
10AM 4/11/2016,Open flame,31,Santa Cruz
11PM 4/11/2016,Electrical connection,31,Tondo
4AM 4/12/2016,Electrical connection,31,Sampaloc
1PM 4/12/2016,Electrical connection,31,Binondo
8PM 4/12/2016,Electrical connection,31,Malate
9PM 4/12/2016,Electrical connection,31,Santa Ana
12PM 4/12/2016,Electrical connection,31,Tondo
1AM 4/13/2016,Electrical connection,31,Sampaloc
2AM 4/13/2016,Electrical connection,31,Malate
3AM 4/13/2016,Other,31,Pandacan
9PM 4/13/2016,Open flame,31,Santa Mesa
10PM 4/13/2016,Electrical connection,31,Santa Ana
11PM 4/13/2016,Electrical connection,31,San Andres
9PM 4/14/2016,Electrical connection,32,Santa Ana
10PM 4/14/2016,Electrical connection,32,Santa Ana
10PM 4/14/2016,Electrical connection,32,Santa Ana
10PM 4/14/2016,Electrical connection,32,Sampaloc
11PM 4/14/2016,Electrical connection,32,Santa Ana
10AM 4/15/2016,Electrical connection,32,Paco
3PM 4/15/2016,Electrical connection,32,Tondo
1AM 4/16/2016,Candle,32,Tondo
8AM 4/16/2016,Under Investigation,32,Sampaloc
11PM 4/16/2016,Electrical connection,32,Sampaloc
11AM 4/17/2016,Arson,32,Santa Cruz
4PM 4/17/2016,Under Investigation,32,Malate
6PM 4/18/2016,Electrical connection,31,Tondo
7PM 4/18/2016,Electrical connection,31,Tondo
9PM 4/18/2016,Electrical connection,31,Tondo
11PM 4/18/2016,Electrical connection,31,Tondo
7AM 4/19/2016,Chimney Fire,32,Tondo
9AM 4/19/2016,Electrical connection,32,Santa Mesa
6PM 4/19/2016,Open flame,32,Sampaloc
9PM 4/19/2016,Electrical connection,32,Binondo
1AM 4/20/2016,Electrical connection,29,Sampaloc
3PM 4/20/2016,Cigarette Butt,29,Tondo
8AM 4/21/2016,Under Investigation,32,Santa Mesa
8PM 4/21/2016,Electrical connection,32,Santa Cruz
2AM 4/22/2016,Electrical connection,28,Malate
10PM 4/22/2016,Electrical connection,28,Santa Mesa
6AM 4/23/2016,Electrical connection,31,Santa Cruz
10AM 4/23/2016,Cigarette Butt,31,Tondo
12PM 4/23/2016,Electrical connection,31,Sampaloc
2PM 4/23/2016,Electrical connection,31,Sampaloc
10AM 4/25/2016,Electrical connection,31,Santa Ana
3PM 4/25/2016,Under Investigation,31,Tondo
10PM 4/25/2016,"LPG Leak, Gas, Keresone, Charcoal Stove",31,Tondo
