date,cause,temp,district
1AM 22-Sep-12,Under Investigation,28,Sampaloc
3AM 22-Sep-12,Electrical connection,28,Malate
10AM 22-Sep-12,Electrical connection,28,Santa Cruz
9AM 27-Sep-12,Electrical connection,31,Ermita
4PM 27-Sep-12,Other,31,Pandacan
10PM 27-Sep-12,Other,31,Santa Cruz
1PM 28-Sep-12,Candle,21,Santa Mesa
8PM 29-Sep-12,Electrical connection,28,San Miguel
9AM 1-Oct-12,Electrical connection,28,Paco
8AM 2-Oct-12,Electrical connection,26,Sampaloc
5PM 2-Oct-12,Electrical connection,26,Sampaloc
12PM 4-Oct-12,Electrical connection,27,Quiapo
9PM 4-Oct-12,Electrical connection,27,Tondo
6AM 5-Oct-12,Electrical connection,27,Tondo
1PM 5-Oct-12,Welding,27,Tondo
9PM 5-Oct-12,Electrical connection,27,Malate
7AM 5-Oct-12,Other,27,Paco
11PM 6-Oct-12,Electrical connection,28,Tondo
10AM 7-Oct-12,Electrical connection,28,Tondo
6PM 7-Oct-12,Electrical connection,28,Paco
5AM 8-Oct-12,Electrical connection,28,Santa Ana
8AM 8-Oct-12,Under Investigation,28,Tondo
12PM 8-Oct-12,Under Investigation,28,Quiapo
12AM 9-Oct-12,Electrical connection,28,Paco
2AM 12-Oct-12,Electrical connection,28,Paco
2PM 13-Oct-12,Electrical connection,27,Pandacan
10AM 14-Oct-12,Under Investigation,28,Binondo
3PM 14-Oct-12,Air-conditioned Fire/Air-cooler/Fan,28,Pandacan
3PM 15-Oct-12,Electrical connection,28,Ermita
6PM 16-Oct-12,Electrical connection,29,Tondo
10AM 18-Oct-12,Electrical connection,28,Ermita
2PM 19-Oct-12,Candle,28,Santa Cruz
2AM 20-Oct-12,Electrical connection,29,Pandacan
1PM 20-Oct-12,Electrical connection,29,Ermita
9AM 22-Oct-12,Cigarette Butt,28,Santa Mesa
9AM 22-Oct-12,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Sampaloc
7PM 22-Oct-12,Electrical connection,28,Pandacan
3PM 23-Oct-12,Electrical connection,29,Ermita
6PM 23-Oct-12,Electrical connection,29,Sampaloc
11AM 24-Oct-12,Electrical connection,27,Sampaloc
6PM 24-Oct-12,Electrical connection,27,Sampaloc
10AM 25-Oct-12,Electrical connection,25,Tondo
5PM 25-Oct-12,Electrical connection,25,Santa Ana
11PM 25-Oct-12,Electrical connection,25,Santa Ana
10AM 27-Oct-12,Electrical connection,28,Quiapo
9PM 27-Oct-12,Electrical connection,28,Sampaloc
10PM 29-Oct-12,Electrical connection,28,Intramuros
12AM 30-Oct-12,Under Investigation,28,Sampaloc
7AM 31-Oct-12,Electrical connection,27,Santa Cruz
9PM 31-Oct-12,Electrical connection,27,Ermita
10AM 1-Nov-12,Cigarette Butt,27,Santa Cruz
2PM 1-Nov-12,"LPG Leak, Gas, Keresone, Charcoal Stove",27,Sampaloc
10PM 1-Nov-12,Cigarette Butt,27,Santa Cruz
10PM 1-Nov-12,Firecracker,27,Binondo
12PM 2-Nov-12,Cigarette Butt,28,Santa Cruz
10AM 3-Nov-12,Other,28,Sampaloc
3PM 4-Nov-12,Electrical connection,28,Sampaloc
6PM 5-Nov-12,Under Investigation,28,Ermita
9PM 5-Nov-12,Electrical connection,28,Paco
4PM 6-Nov-12,Electrical connection,29,Ermita
6PM 7-Nov-12,Under Investigation,29,Santa Cruz
11PM 7-Nov-12,Under Investigation,29,Malate
1PM 8-Nov-12,Electrical connection,28,Tondo
6PM 8-Nov-12,Electrical connection,28,Ermita
6PM 8-Nov-12,Electrical connection,28,San Andres
9PM 8-Nov-12,Electrical connection,28,Tondo
3AM 11-Nov-12,Candle,29,San Miguel
12PM 11-Nov-12,Under Investigation,29,Sampaloc
8PM 12-Nov-12,Electrical connection,27,Tondo
10PM 12-Nov-12,Air-conditioned Fire/Air-cooler/Fan,27,Sampaloc
7AM 13-Nov-12,Electrical connection,27,Tondo
3PM 15-Nov-12,Electrical connection,29,Sampaloc
9AM 16-Nov-12,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Ermita
11AM 17-Nov-12,Air-conditioned Fire/Air-cooler/Fan,28,Santa Cruz
1AM 22-Nov-12,Under Investigation,28,Port Area
1PM 22-Nov-12,Air-conditioned Fire/Air-cooler/Fan,28,Santa Ana
6PM 22-Nov-12,Electrical connection,22,Sampaloc
5AM 23-Nov-12,Cigarette Butt,29,Ermita
6PM 23-Nov-12,Under Investigation,29,Tondo
7PM 23-Nov-12,Electrical connection,29,Intramuros
1PM 25-Nov-12,Electrical connection,29,Tondo
6PM 25-Nov-12,Electrical connection,29,Tondo
8PM 25-Nov-12,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Santa Cruz
9PM 25-Nov-12,Arson,29,Santa Ana
9PM 26-Nov-12,Electrical connection,29,Ermita
12PM 27-Nov-12,Electrical connection,30,Sampaloc
1PM 27-Nov-12,Electrical connection,30,Sampaloc
2PM 27-Nov-12,Cigarette Butt,30,Sampaloc
8PM 28-Nov-12,Cigarette Butt,27,Santa Cruz
6AM 29-Nov-12,Electrical connection,27,Santa Mesa
11AM 29-Nov-12,Cigarette Butt,27,Santa Cruz
6PM 29-Nov-12,Cigarette Butt,27,Sampaloc
8PM 29-Nov-12,Electrical connection,27,Ermita
11PM 29-Nov-12,Under Investigation,27,Sampaloc
5PM 30-Nov-12,Cigarette Butt,28,Port Area
4PM 1-Dec-12,Arson,27,Pandacan
7PM 1-Dec-12,Electrical connection,27,Sampaloc
2AM 2-Dec-12,Electrical connection,27,Intramuros
1PM 2-Dec-12,Under Investigation,27,Paco
7PM 2-Dec-12,Electrical connection,27,Pandacan
12PM 3-Dec-12,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Binondo
8PM 3-Dec-12,Electrical connection,28,Paco
2PM 7-Dec-12,Electrical connection,27,Paco
1PM 8-Dec-12,Under Investigation,29,Santa Cruz
3PM 9-Dec-12,Cigarette Butt,29,Sampaloc
10AM 10-Dec-12,Christmas light,29,Santa Ana
11AM 10-Dec-12,Electrical connection,29,Malate
6PM 12-Dec-12,"LPG Leak, Gas, Keresone, Charcoal Stove",27,Binondo
1PM 15-Dec-12,Electrical connection,28,Sampaloc
12PM 16-Dec-12,Under Investigation,27,Tondo
5PM 16-Dec-12,Air-conditioned Fire/Air-cooler/Fan,27,Santa Ana
4AM 17-Dec-12,Christmas light,28,Sampaloc
6AM 17-Dec-12,Under Investigation,28,Santa Cruz
9AM 17-Dec-12,Under Investigation,28,Paco
10AM 18-Dec-12,Electrical connection,28,Sampaloc
6PM 18-Dec-12,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Sampaloc
10PM 18-Dec-12,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Sampaloc
8AM 19-Dec-12,Electrical connection,28,Sampaloc
11AM 19-Dec-12,Air-conditioned Fire/Air-cooler/Fan,28,Sampaloc
8PM 20-Dec-12,Electrical connection,30,Ermita
11AM 21-Dec-12,Electrical connection,29,Tondo
5PM 21-Dec-12,Electrical connection,29,Tondo
7PM 21-Dec-12,Electrical connection,29,Sampaloc
1PM 22-Dec-12,Cigarette Butt,28,Santa Mesa
1PM 23-Dec-12,Under Investigation,26,Tondo
12AM 24-Dec-12,Under Investigation,27,Binondo
2PM 24-Dec-12,Under Investigation,27,Sampaloc
2PM 25-Dec-12,Electrical connection,28,Tondo
8PM 26-Dec-12,Electrical connection,26,Sampaloc
2AM 27-Dec-12,Electrical connection,27,Sampaloc
7AM 27-Dec-12,Open flame,27,Santa Cruz
1PM 27-Dec-12,Matchstick and Lighter,27,Sampaloc
4PM 27-Dec-12,Matchstick and Lighter,27,Tondo
9AM 28-Dec-12,Chimney Fire,27,Binondo
1PM 28-Dec-12,Cigarette Butt,27,Pandacan
4PM 28-Dec-12,Chimney Fire,27,Binondo
10AM 29-Dec-12,Electrical connection,27,Pandacan
11AM 29-Dec-12,Electrical connection,27,Paco
12PM 30-Dec-12,Electrical connection,32,Malate
4PM 30-Dec-12,Electrical connection,32,Tondo
12AM 1-Jan-13,Electrical connection,25,Quiapo
12AM 1-Jan-13,Christmas light,25,Tondo
12AM 1-Jan-13,Firecracker,25,Tondo
12PM 1-Jan-13,Under Investigation,25,Tondo
10AM 3-Jan-13,Electrical connection,26,Tondo
5PM 3-Jan-13,Electrical connection,26,Santa Ana
5PM 3-Jan-13,Electrical connection,26,Tondo
11PM 3-Jan-13,Electrical connection,26,Sampaloc
1PM 5-Jan-13,Electrical connection,28,San Miguel
4AM 6-Jan-13,Under Investigation,28,Santa Cruz
10AM 7-Jan-13,"LPG Leak, Gas, Keresone, Charcoal Stove",27,Sampaloc
10AM 7-Jan-13,Candle,27,Tondo
12PM 7-Jan-13,Electrical connection,27,Quiapo
8AM 8-Jan-13,Under Investigation,28,Malate
10PM 8-Jan-13,Electrical connection,28,Sampaloc
11AM 9-Jan-13,Electrical connection,26,Paco
5PM 9-Jan-13,Cigarette Butt,26,Santa Ana
8PM 9-Jan-13,Cigarette Butt,26,Quiapo
8PM 9-Jan-13,Chimney Fire,26,Tondo
10PM 10-Jan-13,Electrical connection,26,Quiapo
6AM 11-Jan-13,Under Investigation,25,Sampaloc
5PM 11-Jan-13,Electrical connection,25,Santa Cruz
9PM 11-Jan-13,Electrical connection,25,Sampaloc
6PM 12-Jan-13,Electrical connection,26,Ermita
9AM 15-Jan-13,Electrical connection,26,Pandacan
6PM 16-Jan-13,Electrical connection,26,Tondo
5AM 17-Jan-13,Chimney Fire,25,Sampaloc
4PM 22-Jan-13,Electrical connection,24,Sampaloc
5PM 22-Jan-13,Electrical connection,24,Ermita
5PM 23-Jan-13,Electrical connection,23,Sampaloc
6PM 23-Jan-13,"LPG Leak, Gas, Keresone, Charcoal Stove",23,Sampaloc
8AM 24-Jan-13,Under Investigation,25,Binondo
9AM 25-Jan-13,"LPG Leak, Gas, Keresone, Charcoal Stove",25,Tondo
7AM 26-Jan-13,"LPG Leak, Gas, Keresone, Charcoal Stove",25,Tondo
6PM 27-Jan-13,Electrical connection,26,Tondo
8AM 28-Jan-13,"Electrical Appliances (kettle, stove, ref, flat iron) (except fan)",28,Tondo
12PM 29-Jan-13,Electrical connection,25,Quiapo
3PM 29-Jan-13,"Electrical Appliances (kettle, stove, ref, flat iron) (except fan)",25,Pandacan
4PM 29-Jan-13,Electrical connection,25,Tondo
11AM 30-Jan-13,"LPG Leak, Gas, Keresone, Charcoal Stove",26,Intramuros
12PM 30-Jan-13,Under Investigation,26,Santa Cruz
11PM 31-Jan-13,Electrical connection,24,San Miguel
1AM 1-Feb-13,Candle,28,Tondo
2AM 1-Feb-13,Under Investigation,28,Tondo
1PM 2-Feb-13,Under Investigation,28,Tondo
8PM 2-Feb-13,Electrical connection,28,Paco
5AM 3-Feb-13,Electrical connection,26,Quiapo
6AM 3-Feb-13,Cigarette Butt,26,Quiapo
8PM 3-Feb-13,Firecracker,26,Tondo
2PM 4-Feb-13,Electrical connection,28,Santa Cruz
3PM 4-Feb-13,Under Investigation,28,Binondo
4PM 4-Feb-13,Cigarette Butt,28,Ermita
9PM 4-Feb-13,Electrical connection,28,Santa Cruz
12AM 5-Feb-13,"LPG Leak, Gas, Keresone, Charcoal Stove",27,Tondo
12PM 5-Feb-13,Cigarette Butt,27,Sampaloc
10PM 5-Feb-13,Electrical connection,27,Tondo
3AM 6-Feb-13,Electrical connection,27,Santa Ana
4AM 6-Feb-13,Electrical connection,27,Santa Ana
12PM 6-Feb-13,Under Investigation,27,Tondo
2PM 6-Feb-13,Electrical connection,27,Sampaloc
6AM 7-Feb-13,Under Investigation,27,Binondo
7AM 7-Feb-13,Electrical connection,27,Tondo
3PM 7-Feb-13,Under Investigation,27,Intramuros
4AM 8-Feb-13,Under Investigation,28,Sampaloc
11PM 8-Feb-13,Electrical connection,28,Sampaloc
10AM 9-Feb-13,Electrical connection,28,Sampaloc
6PM 9-Feb-13,Cigarette Butt,28,Tondo
6PM 9-Feb-13,Electrical connection,28,Sampaloc
7PM 9-Feb-13,Electrical connection,28,Santa Ana
7PM 9-Feb-13,Air-conditioned Fire/Air-cooler/Fan,28,Sampaloc
10PM 9-Feb-13,Under Investigation,28,Tondo
10AM 10-Feb-13,Electrical connection,26,Pandacan
7PM 10-Feb-13,Electrical connection,26,Pandacan
7PM 10-Feb-13,Electrical connection,26,Santa Cruz
8PM 10-Feb-13,Electrical connection,26,Sampaloc
11PM 10-Feb-13,Cigarette Butt,26,Santa Cruz
2PM 11-Feb-13,Electrical connection,27,Santa Ana
4PM 11-Feb-13,Other,27,Ermita
6PM 11-Feb-13,Electrical connection,27,Sampaloc
7PM 11-Feb-13,Electrical connection,27,Tondo
9AM 12-Feb-13,Electrical connection,28,Sampaloc
10AM 12-Feb-13,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Santa Cruz
3PM 12-Feb-13,Under Investigation,28,Sampaloc
1PM 15-Feb-13,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Sampaloc
6PM 15-Feb-13,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Sampaloc
7PM 15-Feb-13,Candle,28,Tondo
8PM 15-Feb-13,Under Investigation,28,Malate
1PM 17-Feb-13,Cigarette Butt,26,Sampaloc
2PM 17-Feb-13,Electrical connection,26,Pandacan
8AM 18-Feb-13,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Intramuros
9AM 18-Feb-13,Cigarette Butt,29,Sampaloc
7PM 18-Feb-13,Matress Fire,29,Quiapo
11PM 18-Feb-13,Electrical connection,29,Sampaloc
2PM 19-Feb-13,Under Investigation,27,Tondo
5AM 20-Feb-13,Electrical connection,28,Santa Cruz
9PM 21-Feb-13,Electrical connection,27,Pandacan
4AM 22-Feb-13,Candle,24,Paco
11AM 22-Feb-13,Electrical connection,24,Sampaloc
9AM 23-Feb-13,Electrical connection,28,Pandacan
11AM 23-Feb-13,Electrical connection,28,Pandacan
8PM 23-Feb-13,Under Investigation,28,Binondo
5AM 24-Feb-13,Candle,28,Santa Ana
10AM 24-Feb-13,Electrical connection,28,Sampaloc
12PM 25-Feb-13,Under Investigation,29,Binondo
3PM 25-Feb-13,Electrical connection,29,Tondo
4PM 25-Feb-13,Matress Fire,29,Malate
7PM 25-Feb-13,Electrical connection,29,Santa Ana
8AM 26-Feb-13,Electrical connection,28,Santa Cruz
4PM 26-Feb-13,Electrical connection,28,Tondo
4PM 26-Feb-13,Electrical connection,28,Tondo
10PM 27-Feb-13,Electrical connection,28,Santa Cruz
4PM 28-Feb-13,Candle,28,Santa Ana
10AM 1-Mar-13,Electrical connection,29,Tondo
6AM 3-Mar-13,Candle,26,Santa Ana
6PM 4-Mar-13,Electrical connection,27,Santa Ana
8PM 4-Mar-13,Cigarette Butt,27,Paco
7PM 6-Mar-13,Electrical connection,27,Tondo
5AM 7-Mar-13,Under Investigation,28,Ermita
10AM 7-Mar-13,Electrical connection,28,Santa Mesa
9PM 8-Mar-13,Electrical connection,27,Tondo
1PM 9-Mar-13,Candle,28,Santa Cruz
10PM 9-Mar-13,Cigarette Butt,28,Santa Mesa
8AM 10-Mar-13,Electrical connection,28,Sampaloc
5PM 10-Mar-13,Cigarette Butt,28,San Miguel
7PM 10-Mar-13,Cigarette Butt,28,Santa Ana
7PM 10-Mar-13,Electrical connection,28,Santa Cruz
3AM 11-Mar-13,Electrical connection,27,Sampaloc
1PM 11-Mar-13,Cigarette Butt,27,Tondo
4PM 11-Mar-13,Under Investigation,27,Paco
11AM 12-Mar-13,Cigarette Butt,28,Tondo
11PM 12-Mar-13,Under Investigation,28,Sampaloc
11PM 12-Mar-13,Cigarette Butt,28,San Miguel
9AM 14-Mar-13,Under Investigation,25,Tondo
3PM 14-Mar-13,Electrical connection,25,Paco
4PM 14-Mar-13,"LPG Leak, Gas, Keresone, Charcoal Stove",25,Tondo
4PM 14-Mar-13,Electrical connection,25,Sampaloc
4PM 14-Mar-13,Electrical connection,25,Santa Cruz
3PM 15-Mar-13,Electrical connection,29,Sampaloc
3PM 16-Mar-13,Under Investigation,28,Malate
1AM 17-Mar-13,Cigarette Butt,28,Binondo
12PM 18-Mar-13,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Tondo
8PM 18-Mar-13,Electrical connection,28,Paco
10PM 18-Mar-13,Electrical connection,28,Santa Mesa
5PM 19-Mar-13,Electrical connection,30,Santa Cruz
5AM 20-Mar-13,Cigarette Butt,29,Tondo
2PM 20-Mar-13,Cigarette Butt,29,Tondo
11AM 21-Mar-13,Electrical connection,29,Tondo
12PM 21-Mar-13,Cigarette Butt,29,Quiapo
7PM 21-Mar-13,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Santa Cruz
7PM 22-Mar-13,Electrical connection,28,Tondo
9PM 22-Mar-13,Electrical connection,28,Tondo
10AM 23-Mar-13,Under Investigation,29,Sampaloc
6PM 23-Mar-13,Under Investigation,29,Sampaloc
5PM 24-Mar-13,Electrical connection,28,Malate
7PM 24-Mar-13,Electrical connection,28,Pandacan
10PM 24-Mar-13,Electrical connection,28,Quiapo
5PM 26-Mar-13,Welding,30,Paco
6PM 26-Mar-13,Electrical connection,30,Santa Ana
7PM 26-Mar-13,Electrical connection,30,Santa Ana
1PM 27-Mar-13,Electrical connection,29,Binondo
9AM 28-Mar-13,Electrical connection,29,Sampaloc
8AM 29-Mar-13,Air-conditioned Fire/Air-cooler/Fan,30,Sampaloc
7AM 30-Mar-13,Matress Fire,30,Sampaloc
4AM 1-Apr-13,Electrical connection,30,Santa Cruz
1PM 1-Apr-13,Cigarette Butt,30,Tondo
8AM 1-Apr-13,Electrical connection,30,Tondo
1PM 1-Apr-13,Electrical connection,30,Port Area
6PM 2-Apr-13,Electrical connection,29,Pandacan
9AM 3-Apr-13,Electrical connection,30,Sampaloc
10AM 3-Apr-13,Electrical connection,30,Sampaloc
7PM 3-Apr-13,Electrical connection,30,Intramuros
11AM 4-Apr-13,Under Investigation,31,Tondo
12PM 4-Apr-13,Electrical connection,31,Tondo
1PM 5-Apr-13,Cigarette Butt,31,Tondo
4PM 5-Apr-13,Electrical connection,31,Sampaloc
2AM 7-Apr-13,Electrical connection,30,Malate
9AM 7-Apr-13,Under Investigation,30,Santa Ana
4PM 8-Apr-13,Under Investigation,30,Sampaloc
12PM 9-Apr-13,Air-conditioned Fire/Air-cooler/Fan,30,Ermita
5PM 9-Apr-13,Electrical connection,30,Sampaloc
9AM 10-Apr-13,Electrical connection,30,Malate
12PM 11-Apr-13,Electrical connection,31,Paco
12PM 11-Apr-13,Under Investigation,31,Tondo
3PM 11-Apr-13,Matress Fire,31,Sampaloc
5PM 11-Apr-13,Cigarette Butt,31,Tondo
5AM 12-Apr-13,Electrical connection,30,Santa Cruz
8AM 12-Apr-13,Under Investigation,30,Binondo
6PM 13-Apr-13,Electrical connection,29,Tondo
1PM 15-Apr-13,Electrical connection,30,Santa Mesa
2PM 15-Apr-13,Electrical connection,30,Tondo
8PM 15-Apr-13,Electrical connection,30,San Nicolas
6PM 16-Apr-13,Electrical connection,31,Santa Ana
7PM 16-Apr-13,Electrical connection,31,Tondo
7PM 16-Apr-13,Cigarette Butt,31,Paco
8PM 16-Apr-13,Cigarette Butt,31,Sampaloc
4PM 17-Apr-13,Cigarette Butt,31,Pandacan
6PM 17-Apr-13,Electrical connection,31,Tondo
9PM 18-Apr-13,"LPG Leak, Gas, Keresone, Charcoal Stove",32,Santa Cruz
5PM 19-Apr-13,Electrical connection,32,Paco
6PM 19-Apr-13,"LPG Leak, Gas, Keresone, Charcoal Stove",32,Paco
9AM 20-Apr-13,Electrical connection,32,Santa Ana
4PM 20-Apr-13,"LPG Leak, Gas, Keresone, Charcoal Stove",32,Sampaloc
8PM 20-Apr-13,"LPG Leak, Gas, Keresone, Charcoal Stove",32,Santa Mesa
7AM 21-Apr-13,Candle,32,Tondo
9AM 22-Apr-13,Under Investigation,32,Port Area
7PM 22-Apr-13,Electrical connection,32,Tondo
9AM 24-Mar-13,Electrical connection,31,Pandacan
12PM 24-Mar-13,Under Investigation,31,Santa Ana
1PM 24-Apr-13,Electrical connection,31,Sampaloc
10AM 24-Apr-13,"LPG Leak, Gas, Keresone, Charcoal Stove",31,Tondo
3PM 24-Apr-13,Air-conditioned Fire/Air-cooler/Fan,31,Santa Ana
7PM 25-Apr-13,Cigarette Butt,31,Tondo
10PM 25-Apr-13,Under Investigation,31,Tondo
8AM 26-Apr-13,Acetylene,32,Santa Cruz
11AM 28-Apr-15,Electrical connection,30,Tondo
4PM 28-Apr-13,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Tondo
6AM 29-Apr-13,"LPG Leak, Gas, Keresone, Charcoal Stove",31,Sampaloc
7AM 29-Apr-13,Under Investigation,31,Paco
12AM 30-Apr-13,Electrical connection,31,Sampaloc
10AM 1-May-13,Acetylene,31,Quiapo
11AM 1-May-13,Under Investigation,31,Malate
7PM 1-May-13,Electrical connection,31,Santa Cruz
11AM 2-May-13,Under Investigation,31,Sampaloc
11AM 2-May-13,"LPG Leak, Gas, Keresone, Charcoal Stove",31,Tondo
11AM 3-May-13,Electrical connection,31,Tondo
4PM 2-May-13,Electrical connection,31,Santa Ana
4PM 3-May-13,Electrical connection,31,Sampaloc
4PM 3-May-13,Cigarette Butt,31,Sampaloc
6PM 3-May-13,Electrical connection,31,Tondo
9PM 3-May-13,Electrical connection,31,Santa Cruz
10PM 3-May-13,Under Investigation,31,Tondo
12AM 4-May-13,Under Investigation,30,Tondo
12PM 4-May-13,Electrical connection,30,Tondo
7PM 4-May-13,Electrical connection,30,Tondo
7PM 5-May-13,Candle,31,Santa Ana
7PM 6-May-13,Electrical connection,30,Sampaloc
7AM 7-May-13,Electrical connection,31,Intramuros
8AM 7-May-13,Under Investigation,31,Malate
7PM 7-May-13,Under Investigation,31,Tondo
3AM 8-May-13,Arson,31,Quiapo
2PM 8-May-13,Electrical connection,31,Malate
4PM 8-May-13,Electrical connection,31,Sampaloc
7PM 8-May-13,Electrical connection,31,Paco
3PM 10-May-13,Under Investigation,30,Paco
6PM 10-May-13,Cigarette Butt,30,Santa Ana
10PM 10-May-13,Electrical connection,30,Santa Cruz
11AM 11-May-13,Under Investigation,31,Binondo
8PM 11-May-13,Electrical connection,31,San Andres
9PM 11-May-13,Electrical connection,31,Malate
9AM 12-May-13,"Electrical Appliances (kettle, stove, ref, flat iron) (except fan)",29,Sampaloc
9PM 12-May-13,Air-conditioned Fire/Air-cooler/Fan,29,Santa Ana
10PM 12-May-13,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Sampaloc
10PM 12-May-13,Electrical connection,29,Tondo
12AM 12-May-13,Electrical connection,29,Tondo
2PM 13-May-13,Electrical connection,28,Binondo
12PM 13-May-13,Electrical connection,28,Tondo
12PM 13-May-13,Electrical connection,28,Tondo
2AM 13-May-13,Cigarette Butt,28,Ermita
12AM 14-May-13,Cigarette Butt,30,Tondo
12PM 14-May-13,Electrical connection,30,Paco
12PM 15-May-13,Electrical connection,30,Paco
12PM 16-May-13,Under Investigation,31,Binondo
12PM 17-May-13,Electrical connection,31,Ermita
12PM 17-May-13,Under Investigation,31,Santa Ana
12PM 17-May-13,Electrical connection,31,Tondo
12PM 18-May-13,Electrical connection,30,Tondo
7PM 18-May-13,Electrical connection,30,Binondo
12PM 20-May-13,Electrical connection,30,Sampaloc
12PM 20-May-13,"Electrical Appliances (kettle, stove, ref, flat iron) (except fan)",30,Santa Ana
6PM 21-May-13,Other,29,Tondo
12PM 21-May-13,Under Investigation,29,Tondo
12PM 22-May-13,Cigarette Butt,31,Intramuros
12PM 22-May-13,Electrical connection,31,Tondo
12PM 22-May-13,Cigarette Butt,31,Santa Ana
12PM 23-May-13,Electrical connection,31,Tondo
12PM 23-May-13,Electrical connection,31,Intramuros
12PM 25-May-13,Electrical connection,30,Sampaloc
12PM 25-May-13,Electrical connection,30,Tondo
8PM 25-May-13,Electrical connection,30,Malate
12PM 27-May-13,Electrical connection,28,Santa Cruz
12PM 27-May-13,Under Investigation,28,Santa Cruz
12PM 27-May-13,Electrical connection,28,Tondo
12PM 28-May-13,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Tondo
12PM 29-May-13,Electrical connection,28,Tondo
12PM 29-May-13,Electrical connection,28,Tondo
12PM 30-May-13,Electrical connection,27,Tondo
12PM 30-May-13,Electrical connection,27,San Miguel
12PM 31-May-13,Under Investigation,28,Sampaloc
2AM 1-Jun-13,Under Investigation,29,Quiapo
10PM 1-Jun-13,Electrical connection,29,Santa Ana
7AM 2-Jun-13,Electrical connection,28,Ermita
9PM 2-Jun-13,Electrical connection,28,Santa Ana
9AM 3-Jun-13,Electrical connection,30,Santa Ana
9PM 3-Jun-13,Electrical connection,30,Tondo
11PM 3-Jun-13,Electrical connection,30,Santa Ana
7AM 4-Jun-13,Electrical connection,30,Santa Mesa
11PM 4-Jun-13,Electrical connection,30,Santa Ana
9AM 5-Jun-13,Electrical connection,31,Santa Cruz
6PM 5-Jun-13,Cigarette Butt,31,Sampaloc
6AM 6-Jun-13,Electrical connection,30,Santa Cruz
1PM 7-Jun-13,Electrical connection,28,Sampaloc
6PM 7-Jun-13,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Santa Ana
10PM 8-Jun-13,Electrical connection,28,Santa Cruz
5PM 9-Jun-13,Electrical connection,29,Paco
7PM 9-Jun-13,Electrical connection,29,Binondo
6PM 10-Jun-13,Electrical connection,29,Ermita
10PM 10-Jun-13,Electrical connection,29,Sampaloc
10PM 12-Jun-13,Electrical connection,29,Tondo
4PM 14-Jun-13,Electrical connection,27,Santa Mesa
5PM 14-Jun-13,Under Investigation,27,Tondo
1PM 17-Jun-13,Under Investigation,28,Tondo
9PM 18-Jun-13,Battery-related / Cellphone / Charger,28,Ermita
8AM 19-Jun-13,Electrical connection,28,San Miguel
6PM 19-Jun-13,Electrical connection,28,Sampaloc
6AM 20-Jun-13,Electrical connection,29,Quiapo
8AM 20-Jun-13,Electrical connection,29,Santa Cruz
6PM 20-Jun-13,Electrical connection,29,Santa Mesa
1AM 21-Jun-13,Electrical connection,28,Santa Cruz
8PM 21-Jun-13,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Ermita
10AM 22-Jun-13,Electrical connection,28,Santa Cruz
11PM 22-Jun-13,Electrical connection,28,Tondo
3PM 23-Jun-13,Battery-related / Cellphone / Charger,29,Paco
5AM 24-Jun-13,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Sampaloc
10PM 24-Jun-13,Electrical connection,30,Santa Ana
11PM 24-Jun-13,Electrical connection,30,Tondo
1PM 25-Jun-13,Electrical connection,29,Sampaloc
7PM 26-Jun-13,"LPG Leak, Gas, Keresone, Charcoal Stove",26,Tondo
11AM 29-Jun-13,Candle,28,Santa Ana
7PM 29-Jun-13,Electrical connection,28,Quiapo
11PM 29-Jun-13,Electrical connection,28,Sampaloc
4PM 30-Jun-13,Cigarette Butt,27,Ermita
5PM 1-Jul-13,Electrical connection,30,Santa Ana
8PM 2-Jul-13,Electrical connection,28,Santa Ana
7AM 3-Jul-13,Air-conditioned Fire/Air-cooler/Fan,27,Tondo
9AM 3-Jul-13,Electrical connection,27,Santa Ana
11AM 3-Jul-13,Electrical connection,27,Ermita
12PM 3-Jul-13,Candle,27,Tondo
11AM 4-Jul-13,Cigarette Butt,29,Santa Mesa
3PM 4-Jul-13,Under Investigation,29,Sampaloc
11AM 5-Jul-13,Electrical connection,29,Ermita
10PM 5-Jul-13,Cigarette Butt,29,Tondo
12PM 6-Jul-13,Cigarette Butt,29,Santa Cruz
11AM 7-Jul-13,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Paco
3PM 9-Jul-13,Under Investigation,29,Sampaloc
7PM 9-Jul-13,Electrical connection,29,Santa Ana
3AM 10-Jul-13,Electrical connection,28,Paco
